timestamp,elapsed_time_s,trial,target_rpm,command_rpm,command_change_flag,command_timestamp,command_elapsed_s,rpm_left,rpm_right,rpm_average,rpm_error_left,rpm_error_right,vbus,motor_state,sample_interval_s
2026-09-18T07:09:27.548+07:00,2.9917028580002807,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.03774244900159829
2026-09-18T07:09:27.566+07:00,3.0076642009989882,4.2_25rpm,25.0,25.0,1,2026-09-18T07:09:27.555+07:00,3.000079473998994,0.0,0.0,0.0,25.0,25.0,42.3,ACTIVE,0.01596134299870755
2026-09-18T07:09:27.610+07:00,3.0530204030001187,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,0.0,0.0,0.0,25.0,25.0,42.3,ACTIVE,0.04535620200113044
2026-09-18T07:09:27.643+07:00,3.085518363999654,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,0.0,0.0,0.0,25.0,25.0,42.3,ACTIVE,0.03249796099953528
2026-09-18T07:09:27.679+07:00,3.1209207029987738,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,0.0,0.0,0.0,25.0,25.0,42.3,ACTIVE,0.03540233899911982
2026-09-18T07:09:27.708+07:00,3.1471047129998624,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,0.0,0.0,0.0,25.0,25.0,42.3,ACTIVE,0.02618401000108861
2026-09-18T07:09:27.735+07:00,3.1777350209995348,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,0.0,0.0,0.0,25.0,25.0,42.3,ACTIVE,0.030630307999672368
2026-09-18T07:09:27.762+07:00,3.20301472599931,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,22.933333333333334,0.0,11.466666666666667,2.0666666666666664,25.0,42.3,ACTIVE,0.025279704999775277
2026-09-18T07:09:27.787+07:00,3.229950495999219,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,30.0,0.0,15.0,-5.0,25.0,42.3,ACTIVE,0.026935769999909098
2026-09-18T07:09:27.817+07:00,3.260453824999786,4.2_25rpm,25.0,25.0,0,2026-09-18T07:09:27.555+07:00,3.000079473998994,32.46666666666667,26.0,29.233333333333334,-7.466666666666669,-1.0,42.3,ACTIVE,0.030503329000566737
